a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b61,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,b81,b82,b83,b84,b85,b86,b87,b88,b89,b90,b91,b92,b93,b94,b95,b96,b97,b98,b99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011051991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014911024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019603745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042767256,0,0,0,0.04565038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031524262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026587845,0,0,0.036359301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030474004,0,0,0,0,0,0,0,0,0,0,0,0,0.012479502,0.022710077,0,0,0,0.023637503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013477581,0,0,0,0,0.026307173,0,0,0,0,0.005915204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017260139,0,0,0,0,0,0,0,0,0,0,0,0,0.013259326,0,0,0,0,0,0,0,0.007625417,0,0,0.010639708,0,0.012193964,0,0,0,0,0,0,0,0,0
0.043097181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03478618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029868446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025205022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011428764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015419355,0,0,0,0,0,0,0,0,0,0,0.021504789,0,0,0.016433345,0.012939201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026473128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032339224,0,0,0,0,0,0,0,0,0,0
0.02753431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04512254,0,0,0,0.095413092,0,0,0.027178322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032066884,0.055316557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017551278,0.041693928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022248221,0.017517687,0,0,0,0,0,0,0,0.017745612,0,0,0,0,0,0.035840543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.033196684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027802647,0,0,0,0,0,0,0.029864036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046898004,0,0,0.064133768,0,0,0.020517585,0.016103209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041693928,0,0,0,0,0.006704875,0.018794557,0,0,0,0,0.016209453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016576518,0.0178172,0,0,0,0,0,0.019281791,0.007590998,0,0,0,0.011830923,0,0,0,0.007689765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018972345,0.007926077,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018385856,0,0,0,0,0,0,0,0,0,0,0,0.011363586,0,0,0,0,0,0,0,0.010066488,0,0,0,0,0,0.02118559,0,0,0,0,0,0,0,0,0,0.024398937,0,0,0,0,0,0,0.022185998,0,0,0,0,0,0,0,0,0.041331419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033553924,0,0,0,0,0.022753138,0.033307095,0,0,0,0,0,0,0,0.034061339,0,0,0,0.025923582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029675482,0,0,0,0,0,0,0,0,0.016076246,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018385856,0,0,0,0,0,0,0,0,0,0,0,0.011363586,0,0,0,0,0,0,0,0.010066488,0,0,0,0,0,0.02118559,0,0,0,0,0,0,0,0,0,0.024398937,0,0,0,0,0,0,0.022185998,0,0,0,0,0,0,0,0,0.041331419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033553924,0,0,0,0,0.022753138,0.033307095,0,0,0,0,0,0,0,0.034061339,0,0,0,0.025923582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029675482,0,0,0,0,0,0,0,0,0.016076246,0,0,0
0,0.015251078,0,0,0,0,0,0,0,0,0,0,0,0.014602846,0,0,0,0,0,0,0,0,0,0,0,0.010257463,0,0,0,0,0.012831991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020825788,0,0,0,0.008807362,0,0.015321547,0,0,0,0,0,0,0,0,0,0,0,0,0.00743225,0,0,0,0,0.011043376,0,0.01677748,0,0,0,0,0,0,0,0,0,0,0.025530718,0,0,0,0,0,0,0,0,0,0,0.010159595,0,0,0.023499612,0.01620118,0.019243351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020432084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009568485,0,0,0,0,0,0,0,0.009692981,0,0.014991099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019852312,0,0.012495432,0,0,0,0,0.009990853,0,0,0,0,0.011985981,0,0,0,0
0.009531107,0,0,0,0,0,0,0,0,0,0,0,0,0.021904269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019247987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013211044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042613446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02220015,0,0,0,0,0,0,0,0.039132726,0,0.040109079,0,0,0,0,0,0.012150885,0,0,0,0,0,0.013409749,0,0,0,0,0,0,0.013934981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038563583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051890937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.018024001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02238282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024013588,0,0,0,0,0.045484285,0,0,0,0,0.018286022,0,0,0,0,0,0,0.019002247,0,0,0,0,0,0,0,0.044535209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042357005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047010339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010114645,0,0,0,0,0,0,0,0.024389401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122558609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033151254,0.018220077,0,0,0,0,0,0.023559343,0,0,0,0.011830929,0,0,0,0,0,0,0.040060513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021282368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023058424,0.022146388,0,0,0,0,0,0.021396525,0.034754961,0,0,0,0,0,0,0.02416505,0,0.019281791,0.015181995,0,0,0,0.023661846,0,0,0,0,0,0,0,0,0,0,0.047551972,0,0,0,0,0,0.046147165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019017756,0,0,0,0
0.022027448,0.026435201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014604524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045798284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029080965,0,0,0,0,0,0,0,0,0,0.051307014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014041023,0.033355142,0,0,0,0,0,0,0,0,0,0,0,0.01024631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048754466,0.026201765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020340618,0,0.02331199,0,0,0,0,0,0,0,0,0
0.006980529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034213104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017455737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018431598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014687832,0,0,0,0,0,0,0,0,0,0,0.020450982,0.015354675,0,0,0,0,0,0,0.011967064,0,0,0,0,0,0,0,0,0,0,0.011925821,0,0.019018845,0.009280221,0,0,0,0,0.00612496,0,0,0,0,0,0,0,0,0,0.005519597,0,0,0,0,0,0,0,0,0.004402537,0,0,0,0,0,0,0,0,0,0,0.018501266,0,0,0,0,0,0,0.020450982,0,0,0,0,0,0,0,0,0,0,0,0.009868583,0,0,0,0,0,0,0,0.005675406,0,0.00826836,0,0,0.00453783,0,0,0,0,0,0.004479259,0,0,0
0,0,0,0,0,0,0.02206758,0,0.015828883,0,0,0,0,0,0,0,0,0,0,0.012536343,0,0,0.025846022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017195349,0,0,0,0,0.018197994,0,0,0,0,0,0,0,0,0,0.026952341,0.01529017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014418803,0,0,0.018239249,0,0.014986795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03943641,0,0,0,0.02563255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.013806327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012132064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027985644,0,0,0,0,0,0,0,0,0,0,0.007931172,0,0,0,0.022785749,0,0.016691677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012640437,0,0,0,0,0,0,0,0,0,0,0,0.011972991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017215885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043137575,0,0,0,0,0,0,0,0,0,0,0,0.032090114,0,0,0,0,0,0,0.043859297,0,0,0,0,0,0,0,0,0,0,0.033879187,0,0,0,0,0,0,0.013971023,0,0,0
0.011264036,0,0,0,0,0,0,0,0,0,0,0,0.037382328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023146386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04058108,0,0,0,0,0,0,0,0,0.016787115,0.013175353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023700819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027787634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016915783,0,0,0,0,0,0,0,0,0,0,0.008263625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013499572,0,0.008496893,0,0.012378916,0.011855674,0,0.00679378,0,0,0,0,0,0.013412182,0,0,0
0.045749316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02113767,0,0,0,0,0,0,0,0,0,0,0.035520241,0,0,0.022727171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044371997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037691756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00926388,0,0,0,0,0,0,0,0.022337956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02407363,0,0.018708323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013806226,0,0,0,0,0,0,0,0,0,0,0,0.035136902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019492263,0,0,0,0,0,0,0,0,0,0,0,0.01897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015291937,0.017067965,0,0,0,0.010092701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018703854,0.022430175,0,0,0,0,0,0,0,0.016529109,0,0.007380918,0,0,0
0.01888067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043977441,0,0,0.014069201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013499748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011147511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019411199,0.007641944,0,0,0,0,0,0,0,0.007741374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026119599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008771993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035429922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02115187,0,0,0,0,0,0,0,0,0,0,0,0.039219455,0,0,0,0,0,0,0,0.011580915,0,0,0,0.033271226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025523715,0,0,0,0,0,0,0,0,0.008346317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010163637,0,0,0.012965001,0,0,0,0,0,0,0,0,0,0,0,0.011089544,0,0,0,0.007520244,0,0.012001115,0,0,0,0,0,0,0,0,0.009572322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010728501,0,0,0,0,0,0,0,0.006169943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01607546,0,0,0,0,0,0,0.032299477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018566872,0,0,0,0,0,0,0,0,0,0,0.062400423,0,0,0,0.031335974,0,0,0,0,0,0,0,0,0,0.029422152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028184758,0,0,0,0,0,0.017076919,0,0,0,0,0,0.015010913,0,0,0,0,0,0,0.01559886,0,0,0,0,0,0,0,0,0,0,0.046635301,0,0,0.03628982,0.020252287,0,0,0,0,0,0.037111608,0,0.039889254,0,0.026625982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02071441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022193378,0,0,0,0,0,0,0,0,0,0,0.017515909,0,0,0
0.013128943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039770674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009783219,0,0,0,0,0,0,0,0.008666513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053904682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010699268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018879132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.029739602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032716086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012730775,0,0,0,0,0,0.030777443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029489054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03602344,0.015049513,0,0,0,0,0,0,0,0,0
0.005917822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012231989,0,0,0,0.00565071,0,0,0,0,0,0,0,0,0,0,0.005975494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007035298,0,0,0.003906398,0,0,0,0.011222831,0.00713481,0,0,0,0,0,0,0,0,0,0,0,0,0.036446001,0,0.006225887,0,0.00946207,0.017218984,0,0,0.003772215,0,0,0,0,0,0.011972991,0.005593618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019296968,0.002692268,0,0,0.005873536,0.006368013,0.005171869,0,0.004933488,0.005302738,0,0,0.003754804,0,0,0.008607943,0,0.005873536,0,0,0,0,0,0,0.002288621,0,0,0,0,0,0.004622292,0,0,0,0,0,0,0,0,0.00824243,0,0,0,0,0.004754616,0,0,0,0.005348352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008850931,0,0,0,0,0,0,0,0,0.01042908,0.002830023,0.006985511,0,0,0
0.005796697,0,0,0,0,0,0,0,0,0.020603858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035119133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067509229,0,0,0.008638983,0,0,0,0,0,0,0,0.007652886,0,0,0,0,0,0,0,0,0.01131637,0,0,0,0,0,0,0,0,0.02380002,0,0,0,0,0,0,0,0,0.017555338,0,0,0,0.032872131,0.02468052,0,0,0,0,0,0,0.006411801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016649119,0,0,0,0.009845027,0,0,0,0,0.016681595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014292241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01470139,0,0,0,0,0,0,0,0,0,0.015862384,0,0,0,0,0,0.014493405,0,0,0,0,0,0,0,0,0,0,0,0,0.007199791,0,0,0
0.008695045,0.010434948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014036529,0.017867385,0,0,0,0.0526787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040505538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033949109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025299823,0,0,0.011085018,0,0,0,0,0,0.021863722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04515418,0,0,0,0,0,0,0,0.029497896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015718852,0,0,0,0.027879884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026047029,0,0,0,0,0,0,0,0,0,0.028104007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015503606,0.025512303,0,0,0
0.005358028,0.012860368,0,0,0,0,0,0,0,0.019044647,0,0,0,0,0,0.011074909,0,0,0,0,0,0,0,0,0,0.008649537,0,0,0,0,0.032461469,0,0,0,0,0,0.013398458,0,0,0,0,0,0,0,0,0,0,0,0.007426749,0,0,0,0,0,0,0,0,0,0,0.012480085,0,0,0.023955667,0.006267195,0,0,0,0,0,0,0.007073748,0,0,0,0,0,0,0,0,0,0.012480085,0,0,0,0,0,0,0,0,0,0.022547806,0,0,0,0,0.009907945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02078135,0.023194927,0,0,0,0,0,0,0,0,0,0,0.016174542,0,0,0,0,0,0,0.021922644,0,0,0,0,0.009858673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023039056,0,0,0,0,0,0.022098877,0,0,0,0,0,0,0,0.012709029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004445001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009134,0,0,0,0.035906558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005868356,0,0,0,0,0,0,0,0,0.026032725,0,0,0,0,0,0,0,0,0,0,0.018705579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024883895,0,0,0,0,0,0,0,0.029159958,0,0,0,0,0.019773561,0,0.01615361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051647656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032090114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025789407,0,0,0,0,0,0,0,0,0,0,0,0
0.008619436,0.020688419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064662122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023948927,0,0.019678314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036978338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034385876,0,0,0,0,0,0,0,0.022640186,0,0,0,0
