entname,PERSON_PMS_002,COM_CICI_035,COM_CICI_037,LRB_020,LRB_007,LRB_001,LRB_022,LRB_011,LRB_013,LRB_009,TAX_TW_015,TAX_TW_016,TAX_TW_017,TAX_TW_001,TAX_TW_024,TAX_TW_004,TAX_TW_003,TAX_TW_018,TAX_TW_025,TAX_TW_019,TAX_TW_020,TAX_TW_027,TAX_TW_022,TAX_TW_023,OPT_ARCSS_001,DWSBJN_002,DEBT_DMP_021,DEBT_DMP_025,NSDJ_016,TAX_TW_009,TAX_TW_028,JUSTICE_JNP_023,JUSTICE_JNP_024,JUSTICE_JNP_025,JUSTICE_JNP_026,JUSTICE_JNP_027,JUSTICE_JNP_028,JUSTICE_JNP_029,JUSTICE_JNP_030,JUSTICE_JNP_031,JNSHJXYHB_002,JNSHJXYYBMD_002,JUSTICE_JE_009,JUSTICE_JNP_022,SHTZXY_002,LRB_002,LRB_004,LRB_021,LRB_023,COM_CIBI_006,COM_CIBI_033,XWQY_001,TAX_TW_029,TAX_TW_030,COM_CIBI_002,LRB_024,LRB_025,LRB_026,ZCFZB_034,TAX_TW_031,DL_002
1619,2,0,0,-4.824657,0.017911,1.994318,28.29,15670220.5,-930.54,279066.98,720,2074,2964,308546.04,18.28,153817.7,450.0247625,714,714,2004,2850,11152,3679,6069,5226.96,6,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000059,0.017809,0.019388,279066.98,4.33,1,1,103,41,500,306.89,109,-14.94,400.6,1957.61,0
1681,2,0,0,0.322983,0.002737,1.98554,23.62,1324114.28,-2185.01,3572.1,457,1862,2598,4172.09,2.44,2185.08,14.67453131,455,455,1801,2527,1433,1451,1906,1184.4,1,0,0,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165,0.002698,0.005903,-1.79,5.58,1,0,66,33,300,26.28,14.13,0.84,1.92,25.45,0
1687,2,0,0,-0.859487,0.041038,1.91977,164.75,23181880.53,162520.13,875022.38,283,285,358,573804.89,153.96,530522.03,0.531271429,281,281,256,288,7378,15599,18558,111265.6,93,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007011,0.037746,0.070894,-857.87,6.33,1,1,107,68,2000,-0.6,0.44,-1.78,4.6,2.39,0
1691,2,0,0,-1.180082,-0.158101,2.009536,1.43,200522.77,-767.34,-32005.14,2541,3792,4121,8917.22,1.58,26560.285,-0.799638608,2538,2538,3675,3940,7378,4291,6492,876.35,1,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003827,-0.159609,-1.677418,31.38,5,1,1,113,32,600,-3.26,-3.38,-2.41,-242.9,-1.11,0
1705,2,0,0,-0.803346,0.001476,2,5.19,2871900.66,267.57,4238.79,10873,16549,18261,-45346.77,-1.84,-56916.635,0.32656179,10872,10872,16533,18246,11152,4813,6634,876.8,1,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093,0.001476,0.002787,4238.79,5.08,1,1,115,79,500,16.78,15.25,-2.5,-10.4,-0.43,0
1708,2,0,0,-0.645416,0.018983,1.95,10.94,6058187.52,46829.25,109255.05,1530,2860,2692,126930.21,7.76,163506.15,-0.414204986,1526,1526,2787,2659,11152,3325,2168,3519.24,4,0,0,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773,0.018034,0.021128,109255.05,15.33,2,1,111,76,5000,-4,-3.5,-2.06,367.6,-0.78,0
1712,2,0,0,0.076508,-0.080068,2,6.03,1478093.46,246.8,-118347.64,24267,36759,38800,2382.2,0.39,4224.16,-0.607294284,24253,24253,35788,37950,35784,70038,33312,2016,2,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167,-0.080068,-0.086676,188.48,6.25,2,1,58,51,300,0.82,1.88,0.2,-1.89,-0.97,0
1717,2,0,0,-1.373527,0.055206,2,15.46,3030405.73,5593.45,167297.05,3224,4790,5114,19478.52,5.12,25285.505,-0.410047163,3220,3220,4588,4931,9032,17919,4924,871.16,1,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001846,0.055206,0.065194,-114.9,8.25,1,1,35,16,520,-1.49,-0.55,-3.11,-1729.78,-0.41,0
1718,2,0,0,0.795462,-8.009241,2,0.04,20265.49,-23,-162311.2,8069,9878,9426,2600,0.14,8107.54,-0.809035276,8055,8055,9684,9220,11152,16895,18602,3561.6,4,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001135,-8.009241,-12.636139,-162311.2,12,1,1,72,56,1177,-10.22,-14.75,2.5,18.8,-2.52,0
1719,2,0,0,-0.116593,-0.59735,2,1.25,692899.41,946.54,-413903.73,8181,7336,7582,20214.16,9.53,15853.565,0.758828223,8167,8167,7174,7370,11152,16895,18602,2686.08,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001366,-0.59735,-0.696252,-413903.73,15.08,2,1,51,25,500,10.33,10.5,-0.38,-13.8,4.3,0
1876,2,0,0,-0.626801,0.002843,1.95,17.3,4236504.01,-11.06,11440.2,34829,27173,14880,10208.31,1.7,40379.615,-0.859418192,34828,34828,26564,14350,35784,23867,20094,1742.32,2,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000003,0.0027,0.002753,-18.22,4.92,1,1,61,69,500,-2.47,-1.75,-1.55,-6.22,-1.77,0
1937,2,0,0,-0.574124,0.019623,1.980866,12.68,1783965.41,-144.73,34336.85,1559,3203,4665,37283.25,7.6,18743.605,6.228489943,1555,1555,3288,4748,7378,1470,2512,5226.96,6,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000081,0.019247,0.249971,-33.66,2.83,1,0,107,68,300,14.91,9.75,-1.18,-0.3,17.39,0
1950,2,0,0,-0.676725,-0.000023,2,50.19,12293420.5,-165.34,-281,6950,10464,9521,40224.39,6.71,61249.585,-0.511096961,6944,6944,10012,8900,35784,70038,82175,1764,2,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000013,-0.000023,-0.000024,0.45,12.33,1,1,101,36,200,-0.29,0.75,-1.7,-11.33,-0.65,0
1972,2,0,0,0.429069,-0.031153,2,90.13,17669118.97,256365.33,-550445.45,364,465,340,482386.6,66.23,751338.79,-0.527206837,363,363,428,291,9032,17919,20875,20383.23,23,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014509,-0.031153,-0.050443,378.06,10.42,2,1,97,51,500,-1.58,-0.65,0.98,6.44,-0.83,0
1975,2,0,0,-0.880309,-0.040981,2,3.26,1806796.01,676.05,-74044.46,8104,4930,5235,60652.05,3.45,47155.935,0.801912488,8090,8090,4819,5078,11152,16895,18602,4466,5,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374,-0.040981,-0.068839,-74044.46,6.75,2,1,61,52,500,7.89,8.5,-2.75,-9.6,4.48,0
1981,2,0,0,-0.605814,-0.001684,2,13.11,7261622.01,14677.35,-12229.35,10937,16520,18148,-76438.92,-3.46,-20318.425,-3.135041912,10935,10935,16505,18137,11152,16895,4765,7887.15,9,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002021,-0.001684,-0.001795,-12229.35,5.67,1,1,61,52,1000,11.22,11.25,-1.91,8368,-12.65,0
1990,2,0,0,-0.772497,0.005091,1.988603,6.51,3603669.69,101585.8,18137.98,3431,6786,7525,22117,3.59,17169.565,0.634237335,3425,3425,6671,7420,11152,5860,5849,20039.4,22,1,0.75,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02819,0.005033,0.005736,18137.98,7.42,1,1,114,61,1000,3.78,5,-2.41,0.2,3.74,0
1992,3,0,0,0.074667,0.164045,1.943179,31.5,7714166.87,-9957.4,1193563.16,17996,24952,8491,60658.27,13.31,11838.27,-0.239820625,17986,17986,68933,19403,35784,777,1100,11961.5,8,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001291,0.154724,0.237861,-1900.87,5.75,2,1,58,51,300,-3,-2.38,0.2,-4,0.23,0
1996,3,0,0,0.903537,0.005287,2,49.36,12089783.64,1209.08,63923.11,1695,2552,2624,315982.87,52.68,328209.365,-0.071828479,1689,1689,2421,2442,35784,70038,82175,8767,10,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.005287,0.005729,-101.8,22.17,2,1,61,52,820,-1.06,-0.12,2.25,-8.89,0.77,0
2007,2,0,0,6.747141,0.024809,1.95,29.09,4093366.71,115.2,96475.5,925,1048,1464,159230.42,34.3,99557.655,2.92770506,921,921,995,1359,7378,3412,5145,16758,19,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000028,0.023569,0.062766,-94.58,3,1,0,107,68,550,4.51,4.44,13.78,-22.6,8.71,0
2010,2,1,0,23.969068,0.703894,1.960218,23.51,185840.7,290.54,125608.23,18,83,112,29359.79,42.98,13025.015,0.647494763,21,21,137,135,4,32,44,1753.6,2,0,0,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001563,0.675892,0.930065,-35.6,17.08,1,0,113,32,300,-1.31,-0.5,103.11,-103.11,1.98,0
2013,2,0,0,-1.247177,0.017829,1.975686,24.33,9703293.43,29662.65,168792.89,4285,15102,15940,5639.92,1.67,3610.67,-0.02553851,4280,4280,18146,17301,8705,2567,4752,4545.95,5,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003057,0.017395,0.022532,-281.32,5.83,1,1,84,31,2000,6.15,5.05,-2.38,16.2,0.92,0
2034,2,0,0,-3.515354,0.010131,1.75,141.37,19892142.94,2057.84,151138.24,1892,2002,2412,72843.61,13.8,46557.13,1.317416571,1888,1888,2077,2452,7378,968,1446,3533.04,4,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103,0.007598,0.008111,-148.17,7.08,1,1,107,68,300,2.86,3.31,-5.35,5.2,4.47,0
2055,2,0,0,-0.862106,-0.009305,2,12.6,3085695.8,1267.36,-28711.2,24382,30106,27423,7627.04,1.27,10970.705,-0.519120336,24368,24368,30997,27590,35784,12969,18213,3208.55,3,0,0,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000411,-0.009305,-0.010636,45.73,5.17,1,1,83,32,500,4.88,5.12,-2.15,3.44,-0.68,0
2104,2,0,0,1.136117,-0.110371,2,20.48,11345983.31,172832.1,-1252262.2,1601,1471,1355,340493.09,22.14,338231.085,0.013465555,1597,1597,1411,1305,11152,16895,1528,45539.94,51,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015233,-0.110371,-0.204334,-1252262.2,13,2,1,101,72,5517,-2.44,-1.75,3.56,54,1.04,0
2112,3,0,0,5.259926,-1.613984,1.995941,9.84,1000733.18,-2314.84,-1608610.79,1720,3804,5967,35882.94,12.59,23184.19,2.422168264,1716,1716,3540,5635,8186,23678,28900,14115.68,16,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002313,-1.607432,-1.158986,1939.84,11.58,2,0,107,68,1000,5.89,5.31,10.46,7.25,5.57,0
2124,2,1,1,-8.19092,-0.059813,2,26.1,6392918.84,298408.2,-382380,21803,9985,7320,17565.97,3.59,65359.26,-0.907635015,21791,21791,9530,10127,35784,70038,1608,871.16,1,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046678,-0.059813,-0.062673,608.98,2.75,1,0,88,80,1000,-6.47,-9.25,-20.47,-9.67,-1.94,0
2161,2,0,0,2.445758,-0.000121,2,603.07,61335513.28,76748.83,-7430.64,1252,2381,2490,61699.92,21.93,76872.105,-0.329671401,1249,1249,2150,2230,8186,23678,28900,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001251,-0.000121,-0.000126,8.96,3.25,2,0,93,41,1000,-0.78,0.23,4.9,142.12,0.38,0
2225,0,0,0,-1.140005,0.03102,2,31.57,625099.75,705,19390.57,282,114,145,2101.66,0.63,4211.755,-0.667556174,282,282,99,122,282,480,606,542.66,2,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001128,0.03102,2.308401,-4.31,2.75,1,0,66,33,3000,-1.12,-0.16,-3.08,4.69,-0.19,0
2240,4,2,1,5.431757,0.049366,1.792213,1426.69,349433193.4,134592.71,13665891.49,65,64,145,13282135.12,2227.16,5017245.335,27.63042617,64,64,67,146,35784,68,136,114622.61,118,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385,0.039109,0.056483,-21764.27,4.75,1,1,10,14,3000,19.29,13.88,10.87,2.22,90.13,0
2241,3,0,0,0.1859,0.023598,1.95,133.63,32730076.73,39841.75,733731.03,6819,1576,1997,405249.85,86.12,409701.32,-0.139533291,6813,6813,1583,1990,35784,1068,1775,15888.23,17,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001217,0.022418,0.024015,-1168.54,16.42,1,1,61,52,3000,-0.53,0.5,0.47,-8.33,0.55,0
2247,2,0,0,-0.060852,0.020136,1.982573,4.98,1219711.03,670.87,24132.12,19726,28110,30673,10331.79,1.69,7385.74,0.48413273,19716,19716,28580,31788,35784,13877,15766,871.16,1,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0.019785,0.023504,-38.43,5.75,2,1,62,48,1000,-1.35,-0.38,-0.1,-1.67,2.55,0
2251,2,0,0,32.827337,0.034472,2,12.91,1815948.06,-312.34,62598.84,1252,3218,3248,24845.33,4.73,36561.935,-0.49107441,1248,1248,3092,3221,7378,4162,2663,879.81,1,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000172,0.034472,0.039703,-61.37,4.67,1,1,58,51,300,0.2,1.19,75.06,5.5,-0.29,0
2267,2,0,0,-0.11759,0.015762,1.95,13.68,7579374.42,390.04,113493.11,2642,3559,3481,94221.02,6.92,98281.82,-0.143616705,2635,2635,3477,3486,11152,4419,2202,662.34,1,0,0,1,1,17,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0.000051,0.014974,0.016748,113493.11,7.42,2,1,15,15,300,0.22,1.25,-0.38,-17.8,0.39,0
2274,2,1,0,0.471226,0.008906,1.9242,66.67,9380649.51,1735.45,77214.32,705,721,968,239095.83,45.83,172280.53,1.138615947,701,701,689,909,7378,1153,1976,2621.79,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185,0.008231,0.013124,-75.7,7.17,1,1,113,32,1000,3.37,3.69,0.8,-8.5,4,0
2363,2,0,0,3.066208,-0.062042,2.009795,16.79,3291334.57,620,-206202.12,5610,4908,4480,28204.78,3.71,32693.195,-0.346502854,5604,5604,4877,4519,9032,3020,2662,5226.96,6,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188,-0.06265,-0.068297,141.63,4.25,2,0,61,69,1000,2.7,3.05,6.36,19,-0.21,0
2373,2,0,0,-0.830789,-0.003465,2.14367,4.14,1013716.79,-395.15,-4017.69,25081,53724,58421,247.37,0.04,123.11,-0.508757646,25065,25065,50310,59229,35784,31166,31264,1769.04,2,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00039,-0.003963,-0.004404,6.4,3.58,1,0,46,42,500,17.88,13.12,-2.02,-35.67,-0.65,0
2390,2,0,0,-0.708254,-0.015778,2,1.64,401920.26,-5.45,-6341.31,24125,48674,55719,699.13,0.11,577.69,0.532339726,24111,24111,46697,53908,35784,70038,40106,871.16,1,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000014,-0.015778,-0.017449,10.1,4.33,1,1,7,36,500,-3.06,-2.38,-1.77,-6.89,2.71,0
2420,2,0,0,-1.12063,0.027516,1.95,9.08,2224453.29,-81.64,58148.35,22849,33986,14998,5844.38,0.92,16159.77,-0.794913598,22837,22837,34429,14662,35784,16691,15707,884.52,1,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000037,0.026141,0.052038,-92.61,3.25,1,0,11,13,300,6.29,6.25,-2.77,-8.44,-1.55,0
2457,2,0,0,-0.438928,0.0345,2,31.73,7771986.58,6374.73,268129.88,3416,3162,3394,223617.89,37.86,245433.075,-0.239031712,3410,3410,3019,3316,35784,70038,4142,4410,5,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0.0345,0.04253,-427.02,6.83,1,1,59,34,300,0.24,1.25,-1.02,23.67,0.23,0
2518,2,0,0,0.12498,0.241547,1.75,313.79,125126308.7,-93580.69,22667870.55,296,83,93,8092384.57,832.37,2674847.525,-0.141663459,295,295,262,275,8705,26,29,20235.63,23,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000748,0.18116,0.247938,-37779.78,15.42,2,1,29,3,1000,-0.5,0.5,0.23,31.8,0.62,0
2525,2,0,0,-0.057238,0.040003,1.95,3.66,2026032.46,49404.37,76995.35,10906,16564,18253,-136400.31,-6,-68200.155,-31.75875405,10905,10905,16546,18242,11152,4559,3896,1759.62,2,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024385,0.038003,0.049597,76995.35,5.75,2,1,111,76,1500,-2,-1.25,-0.19,24,-137.09,0
2530,2,0,0,0.124769,0.04923,1.922963,172.98,68976054.12,1047.66,3134068,2665,2158,2347,222313.03,60.05,162686.62,0.542383469,2662,2662,2121,2415,8705,1788,1054,54183.66,62,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000015,0.045437,0.057189,-5223.45,11.42,2,1,3,69,2100,-1.46,-0.5,0.17,-17.6,2.46,0
2543,2,0,0,1.40968,0.076934,1.95,13.01,1322864.47,493.58,96685.2,8153,3949,6057,43061.09,11.6,19300.45,18.49268251,8153,8153,4061,6211,8186,1815,2868,871.16,1,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373,0.073088,0.08735,-116.59,2.92,1,0,66,33,300,2,2.69,2.84,-21.62,35.89,0
2582,2,0,0,-0.277327,0.009043,1.95,74.01,18126609.67,-176.8,155722.78,11162,14118,17557,33748.28,5.48,21263,0.193326648,11153,11153,16500,20597,35784,3520,5263,1769.04,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00001,0.008591,0.008855,-248,3.17,2,0,110,32,1180,3.88,4.38,-0.7,0.67,1.61,0
2621,2,0,0,-0.942936,-0.001942,2,12.03,1223177.16,-62.27,-2375.6,8153,11097,11365,2851.16,0.85,5802.395,-0.674288267,8153,8153,10631,10877,8186,23678,28900,1742.32,2,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000051,-0.001942,-0.002528,2.86,2.92,1,0,48,46,300,3.78,3.92,-1.88,-3.19,-0.26,0
2732,2,5,2,-7.902896,-0.02551,2,8.72,1708726.27,-103.17,-43590.13,916,2724,4081,76794.23,10.69,41581.59,11.05759662,914,914,2598,3899,9032,17919,4628,8677.1,10,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00006,-0.02551,-0.060426,29.94,5.25,1,1,46,42,1000,-0.79,0.2,-17.95,4.89,39.14,0
2745,2,0,0,-0.96389,-0.00078,2,6.72,1644750.84,-2162.94,-1282.64,21863,32352,29260,3708.88,0.62,9445.14,-0.755695786,21851,21851,31467,28171,35784,70038,82175,1742.32,2,0,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001315,-0.00078,-0.000804,2.04,4.33,2,1,83,32,500,-1.59,-0.62,-2.4,-47.67,-1.45,0
2772,2,0,0,-0.040787,-0.062786,2,3.28,1816407.69,6.24,-114045.72,5448,7490,9103,15503.51,0.89,10274.18,1.644129571,5437,5437,7340,8976,11152,16895,7238,4397.3,5,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,-0.062786,-0.064185,-114045.72,10.33,1,1,65,15,300,-7,-8,-0.16,-19.8,8.13,0
2800,2,0,0,0.539146,0.024315,2,68.46,37916514.95,62576.65,921923.55,652,773,815,1132673.9,84.23,1094112.555,0.073063902,646,646,731,759,11152,16895,18602,50490.96,57,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165,0.024315,0.028624,921923.55,17.25,2,1,32,43,2118,2,3.25,1.69,-7.6,1.3,0
2805,2,0,0,0.153429,0.018848,1.95,40.04,5633719.57,-462.59,100877.74,363,367,396,458936.84,88.12,476460.285,-0.076734468,361,361,335,352,7378,15599,3106,884.52,1,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000082,0.017906,0.020494,-98.9,4.42,1,1,107,68,500,-0.83,0.19,0.27,-38.4,0.79,0
2806,3,0,0,0.356138,0.367534,2,20.28,2853795.27,41478.84,1048866.12,1721,1239,1358,100062.08,20.29,108648.55,-0.146483022,1717,1717,1181,1258,7378,15599,18537,16761.52,13,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014535,0.367534,1.343694,-1028.3,17.33,2,1,107,68,1000,-0.46,0.56,0.73,-3.9,0.61,0
2807,3,0,0,-0.81525,0.010269,2,89.42,12581831.76,303685.46,129197.55,7340,348,319,269841.8,77.22,423991.845,-0.533260252,7340,7340,319,277,7378,15599,18537,74846.52,66,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024137,0.010269,0.057506,-126.66,20.08,2,0,107,68,771.6,-1.69,-0.81,-1.67,2.6,-0.39,0
2846,3,0,0,-1.361268,0.009002,2,99.66,24410130.06,1692.47,219735.72,6502,3851,5074,212051.39,33.73,157196.125,1.072011023,6496,6496,3644,4748,35784,70038,82175,5292,6,0,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000069,0.009002,0.009245,-349.95,3.25,1,0,13,7,500,32.29,19.75,-3.4,-3.11,4.45,0
2920,0,0,0,-0.473284,0.005566,1.95,40.95,10028522.1,1024.73,53025.08,24347,26287,28870,3170.42,0.5,7435.135,-0.840985578,24333,24333,32176,32805,35784,5470,9679,1742.32,2,0,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102,0.005287,0.005455,-84.45,2.25,1,0,93,41,5000,-2.47,-1.62,-1.17,2.44,-1.71,0
2973,0,0,0,-0.437651,0.014673,1.95,8.52,2086959.16,40,29090.15,16408,26131,26570,8708.17,1.53,10218.48,-0.465861631,16398,16398,26497,28252,35784,13447,11635,2520,2,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019,0.013939,0.014377,-46.33,10.42,1,0,55,32,1500,-3.41,-2.88,-1.1,-7.67,-0.52,0
3026,2,3,1,-0.155569,0.069961,1.941955,30.75,17034382.5,-145.55,1122569.22,10812,4844,4693,18251.9,1.24,10457.675,-0.838602337,10811,10811,9764,9066,11152,636,733,9753.92,11,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000009,0.0659,0.077236,1122569.22,2.92,2,0,54,2,300,-4.11,-3.75,-0.47,-20.2,-2.65,0
3075,2,1,0,-1.533673,-0.014128,2.030251,13.17,7293287.56,-33532.13,-106157.12,11026,16686,18437,-239543.08,-10.39,-380373.945,0.531021022,11024,11024,16672,18426,11152,3142,2680,9677.91,11,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004598,-0.014555,-0.017187,-106157.12,3.83,2,1,18,17,300,0.33,1.5,-4.94,5,-1.3,0
3078,3,0,0,19.63241,0.122035,1.819667,117.21,64921521.81,102442.4,6493951.72,295,395,548,2470196,142.64,1846128.555,0.96612184,292,292,348,498,11152,820,1421,17039.39,19,0,0,2,1,17,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.001578,0.100028,0.127974,6493951.72,4.08,2,1,71,4,1080,3.33,4.5,51.5,636.4,5.22,0
3079,2,0,0,-1.857429,0.036695,2,30.25,16756143.01,6582.34,614874.99,991,1934,2659,316904.9,18.22,186118.785,4.727265646,987,987,1868,2557,11152,16895,18602,65985.75,75,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393,0.036695,0.038507,614874.99,5,2,1,75,58,1600,15.22,14.25,-5.81,10.8,21.57,0
3088,3,0,0,0.778936,-0.681883,2,1.96,384888.32,398.29,-262448.74,4923,7559,9583,3614.36,0.56,5865.075,-0.554650872,4918,4918,7301,9246,9032,17919,20875,5206.26,6,0,0,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001035,-0.681883,-3.338008,180.26,3.42,2,0,52,55,5000,-2.4,-1.85,1.77,-12.89,-0.9,0
3092,4,0,0,0.046749,-0.072464,2,132.08,13433056.7,4643.06,-973406.64,2135,9448,3158,7562.22,2.16,41017.455,-0.898456468,2130,2130,9079,2852,8186,23678,28900,1774.3,2,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346,-0.072464,-0.070392,1173.84,8.33,2,1,102,44,1000,-2.74,-2.08,0.1,-3.44,-0.7,0
3192,2,0,0,-0.723149,-0.000122,2,29.88,5857205.3,-901.87,-716.85,815,1270,1600,225319.13,30.01,125029.95,8.107199574,813,813,1196,1469,9032,17919,20875,7048.96,6,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000154,-0.000122,-0.000174,0.49,11.08,2,1,46,42,1130,-0.53,0.5,-1.64,-20.67,28.97,0
3194,2,0,0,-1.538688,0.006862,1.950021,8.78,1235849.05,-846.98,8056.22,4697,5867,6190,12378.98,2.38,8692.17,0.358069495,4691,4691,5671,6565,7378,15599,2464,2629.05,3,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000685,0.006519,0.017933,-7.9,6.17,1,1,31,30,500,0.91,1.81,-2.88,83.1,1.95,0
3226,0,0,0,6.953277,0.017131,1.986934,3.02,1205597.38,854.19,20383.22,4533,16329,19679,1317.14,0.14,1762.015,-0.468196096,4527,4527,16240,19502,8705,8765,12467,1766.52,2,0,0,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000709,0.016907,0.022382,-33.97,2,1,0,93,41,1080,28.58,13.18,13.17,90.6,-0.27,0
3283,2,2,1,-3.784857,-0.029638,2,1.44,352886.13,8.17,-10458.78,24661,41001,44866,1107.7,0.18,2627.025,-0.732849374,24647,24647,40216,43430,35784,27668,82175,871.16,1,0,0,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000023,-0.029638,-0.033308,16.66,8.58,1,1,55,32,5001,-5,-5.38,-9.85,-10.67,-1.35,0
3323,2,0,0,-2.555524,-0.023009,2,14.03,3437146.29,1742.47,-79086.29,34829,26318,33532,6923,1.36,7735.41,-0.190085893,34828,34828,25553,32370,35784,70038,82175,1742.32,2,0,0,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507,-0.023009,-0.023691,125.95,6.75,1,1,55,32,301,1.41,2.38,-6.4,-0.67,0.39,0
3348,2,0,0,-0.249795,0.018855,1.95,68.32,13393224.55,94717.42,239905.82,1743,1803,1693,107809.72,15.33,116067.63,-0.239449405,1739,1739,1715,1662,9032,3981,1354,5045.04,5,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007072,0.017912,0.01947,-164.78,3.75,1,1,83,32,300,-0.84,0.2,-0.57,14.78,0.17,0
